sep=,
PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,dv[1],dv[2],dv[3],Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,
0, 545307950, -23.95652961730957, -15.762406349182129, -135.02981567382812, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 545324617, -22.740678787231445, -17.766014099121094, -135.53868103027344, 0.06893843412399292, -0.06817358732223511, 0.1309201717376709, 4.141913414001465, -4.100093364715576, 7.846968650817871, -12.375053405761719, -1.2023249864578247, -7.256237030029297, 
2, 545341284, -22.751169204711914, -19.59981918334961, -135.662841796875, 0.08136659860610962, -0.07232117652893066, 0.12549060583114624, 4.883443355560303, -4.33425235748291, 7.531125545501709, -0.2977476716041565, 2.870844602584839, -7.448187351226807, 
3, 545357951, -23.241825103759766, -21.388219833374023, -135.53196716308594, 0.05424469709396362, -0.06539565324783325, 0.12955188751220703, 3.2567191123962402, -3.9113447666168213, 7.778287410736084, 8.50096607208252, 1.0796204805374146, -5.848457336425781, 
4, 545374618, -23.572065353393555, -22.324251174926758, -135.47279357910156, 0.06056058406829834, -0.029544174671173096, 0.15008270740509033, 3.642035484313965, -1.7545157670974731, 9.004912376403809, 9.579778671264648, -4.409114360809326, -10.577937126159668, 
5, 545391285, -23.15059471130371, -22.903406143188477, -135.71295166015625, 0.08075559139251709, -0.018234193325042725, 0.15151244401931763, 4.855561256408691, -1.0837849378585815, 9.086289405822754, 2.6541619300842285, -6.691051483154297, -9.621184349060059, 
6, 545407952, -22.352876663208008, -23.47035789489746, -136.03196716308594, 0.08960014581680298, -0.022362828254699707, 0.15042120218276978, 5.383913516998291, -1.3393266201019287, 9.020674705505371, 0.16802571713924408, -5.769440174102783, -2.851423501968384, 
7, 545424619, -21.58528709411621, -24.01929473876953, -136.3225555419922, 0.09487932920455933, -0.022252023220062256, 0.15468990802764893, 5.696979522705078, -1.3438923358917236, 9.277281761169434, -5.075464248657227, -3.5235648155212402, 2.2933290004730225, 
8, 545441286, -20.967653274536133, -24.618511199951172, -136.48776245117188, 0.09881788492202759, -0.03186655044555664, 0.1479024887084961, 5.937662124633789, -1.932437777519226, 8.863718032836914, -10.441217422485352, -8.475518226623535, 8.063684463500977, 
9, 545457953, -20.523929595947266, -25.144880294799805, -136.42144775390625, 0.09933871030807495, -0.04325586557388306, 0.13986796140670776, 5.962369918823242, -2.6219282150268555, 8.382104873657227, -8.270879745483398, -7.698986530303955, 19.081796646118164, 
