sep=,
PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,dv[1],dv[2],dv[3],Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,
0, 577348113, -10.61493968963623, -9.709498405456543, -19.294540405273438, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 577364780, -9.739591598510742, -14.209084510803223, -20.39193344116211, 0.06170392036437988, -0.018250465393066406, 0.149472177028656, 3.7965972423553467, -1.046161413192749, 8.934669494628906, 8.184283256530762, -64.01644897460938, -70.30450439453125, 
2, 577381447, -8.460184097290039, -18.272920608520508, -22.40321159362793, 0.028457283973693848, 0.02838742733001709, 0.12945550680160522, 1.756097435951233, 1.7352442741394043, 7.7492876052856445, 2.5285911560058594, -68.83454132080078, -116.38239288330078, 
3, 577398114, -5.650722980499268, -20.620059967041016, -25.916330337524414, 0.06326204538345337, 0.015703976154327393, 0.15308207273483276, 3.8716111183166504, 1.018735408782959, 9.145020484924316, -13.370394706726074, -74.85286712646484, -169.7610626220703, 
4, 577414781, -2.8935413360595703, -22.442676544189453, -29.45989418029785, 0.08633285760879517, -0.08535927534103394, 0.1617184281349182, 5.39665412902832, -5.011295795440674, 9.643173217773438, -10.97835636138916, -67.56756591796875, -164.4322052001953, 
5, 577431448, -2.256850004196167, -24.758037567138672, -31.12852668762207, 0.1126471757888794, -0.19982057809829712, 0.18101650476455688, 7.089353561401367, -11.861153602600098, 10.792120933532715, 15.390714645385742, -95.4779281616211, -103.66799926757812, 
6, 577448115, -4.516269207000732, -26.14869499206543, -30.455015182495117, 0.11720895767211914, 0.03767597675323486, 0.1834084391593933, 7.075649261474609, 2.3287439346313477, 10.962381362915039, 21.96124839782715, -33.76746368408203, -32.3115234375, 
7, 577464782, -5.440562725067139, -27.63178825378418, -30.55443572998047, 0.047389209270477295, -0.010212838649749756, 0.17381858825683594, 2.9086804389953613, -0.6011278033256531, 10.411613464355469, -2.5556881427764893, -40.958412170410156, -37.2084846496582, 
8, 577481449, -6.1411848068237305, -28.734933853149414, -30.35177230834961, 0.06857419013977051, -0.020426571369171143, 0.19247770309448242, 4.2062788009643555, -1.224708914756775, 11.515503883361816, -3.8448398113250732, -53.47526931762695, -12.129892349243164, 
9, 577498116, -6.564454555511475, -29.95201301574707, -30.196491241455078, 0.0660851001739502, -0.05858343839645386, 0.16754966974258423, 4.081496238708496, -3.506859302520752, 10.00915241241455, 0.6046065092086792, -75.44593811035156, -12.352643013000488, 
10, 577514783, -6.817813396453857, -31.0919189453125, -30.174232482910156, 0.10893386602401733, -0.07779693603515625, 0.1383025050163269, 6.643091678619385, -4.6334614753723145, 8.232146263122559, 10.481640815734863, -76.30715942382812, -22.64520263671875, 
11, 577531450, -7.077171802520752, -32.449771881103516, -30.111858367919922, 0.07374638319015503, -0.0225183367729187, 0.18283456563949585, 4.558099269866943, -1.307036280632019, 10.920798301696777, 17.124595642089844, -80.59436798095703, -25.77850341796875, 
12, 577548117, -7.36678409576416, -34.32381820678711, -30.00417137145996, 0.05381596088409424, -0.020932376384735107, 0.21154731512069702, 3.4516563415527344, -1.2292304039001465, 12.637154579162598, 8.172672271728516, -118.45413970947266, -24.185197830200195, 
13, 577564784, -7.5299787521362305, -36.68402099609375, -29.93560028076172, 0.06338566541671753, -0.05554324388504028, 0.18136245012283325, 4.0660271644592285, -3.304375410079956, 10.795880317687988, 7.739459991455078, -157.95236206054688, -28.156362533569336, 
14, 577581451, -7.571861743927002, -39.23467254638672, -30.05755615234375, 0.09046894311904907, -0.05163896083831787, 0.1364709734916687, 5.649721145629883, -3.0562262535095215, 8.054240226745605, 8.126376152038574, -171.81088256835938, -40.51428985595703, 
15, 577598118, -7.527043342590332, -41.6660270690918, -30.291690826416016, 0.1223936676979065, -0.011267423629760742, 0.08172428607940674, 7.460964679718018, -0.6218634843826294, 4.7317280769348145, 8.475722312927246, -160.587646484375, -44.88079071044922, 
16, 577614785, -7.424654006958008, -43.7315559387207, -30.439523696899414, 0.13343781232833862, 0.008559823036193848, 0.058787405490875244, 8.069488525390625, 0.5595574975013733, 3.37381649017334, 11.5855712890625, -130.58535766601562, -34.362979888916016, 
17, 577631452, -7.183280944824219, -45.31052780151367, -30.52538299560547, 0.13927936553955078, -0.020330071449279785, 0.05329018831253052, 8.403901100158691, -1.1827715635299683, 3.086162805557251, 18.577302932739258, -93.97972869873047, -23.377790451049805, 
18, 577648119, -6.661378383636475, -46.32354736328125, -30.875722885131836, 0.14930951595306396, -0.03998595476150513, 0.044414401054382324, 8.988626480102539, -2.353078603744507, 2.6037676334381104, 23.239967346191406, -52.96956253051758, -28.432119369506836, 
19, 577664786, -6.0251030921936035, -46.807533264160156, -31.4220027923584, 0.1466742753982544, -0.00027620792388916016, 0.06427371501922607, 8.808987617492676, 0.03731562942266464, 3.8364171981811523, 21.997547149658203, -15.567445755004883, -32.48335647583008, 
20, 577681453, -5.655123710632324, -47.00864028930664, -31.783811569213867, 0.13348203897476196, 0.04032027721405029, 0.10060447454452515, 7.999039649963379, 2.4542336463928223, 6.034924030303955, 12.199885368347168, 2.653231620788574, -20.90337371826172, 
21, 577698120, -5.742247581481934, -47.2127571105957, -31.799991607666016, 0.12636709213256836, 0.033126235008239746, 0.12475919723510742, 7.580783843994141, 1.9874497652053833, 7.48652982711792, -3.44446063041687, 0.13648369908332825, -3.3227999210357666, 
22, 577714787, -6.226162910461426, -47.5684814453125, -31.52346420288086, 0.11900836229324341, 0.009787976741790771, 0.14936065673828125, 7.157293796539307, 0.5554172992706299, 8.949999809265137, -16.625205993652344, -12.368036270141602, 9.804604530334473, 
23, 577731454, -6.736706733703613, -48.28336715698242, -31.04277992248535, 0.1077226996421814, -0.03781694173812866, 0.1716759204864502, 6.514676094055176, -2.2989747524261475, 10.261295318603516, -9.96785831451416, -37.91426467895508, 15.997925758361816, 
24, 577748121, -7.067121505737305, -49.68244934082031, -30.40532112121582, 0.0852392315864563, -0.08339518308639526, 0.21441715955734253, 5.258826732635498, -4.998046875, 12.808838844299316, 9.078197479248047, -83.29060363769531, 15.180872917175293, 
25, 577764788, -7.221529006958008, -52.340049743652344, -29.563371658325195, 0.031120002269744873, -0.15809428691864014, 0.30244511365890503, 2.2887120246887207, -9.404365539550781, 18.141977310180664, 31.753341674804688, -164.54873657226562, 9.257047653198242, 
26, 577781455, -5.1695122718811035, -57.4144401550293, -30.547645568847656, -0.09448122978210449, -0.2995121479034424, 0.42012423276901245, -4.330074310302734, -17.734804153442383, 25.648935317993164, 79.14584350585938, -310.56658935546875, -74.19416809082031, 
27, 577798122, 4.405879974365234, -66.59439849853516, -39.00886154174805, -0.22628599405288696, -0.4120213985443115, 0.5981549620628357, -9.605438232421875, -24.47784423828125, 37.39042663574219, 133.1366729736328, -574.1365966796875, -259.18798828125, 
28, 577814789, 40.759796142578125, -75.69461059570312, -75.27433013916016, 0.33072835206985474, -0.5680834650993347, 0.5987841486930847, 26.208887100219727, -31.948972702026367, 33.98335647583008, 122.30902099609375, -792.832275390625, -470.6243591308594, 
29, 577831456, 88.48599243164062, -73.52104187011719, -130.83897399902344, 1.0586012601852417, -0.25673985481262207, 0.3301240801811218, 66.51712036132812, -11.366579055786133, 11.821939468383789, -349.3897705078125, -772.8516845703125, -522.1427612304688, 
30, 577848123, 114.50991821289062, -66.1777572631836, -159.8219451904297, 1.1765048503875732, -0.9892098307609558, -0.336536705493927, 71.3212661743164, -55.34669876098633, -28.098068237304688, -68.76526641845703, -709.9349975585938, -365.9679260253906, 
31, 577864790, 139.1648712158203, -66.81568908691406, 179.83322143554688, 1.3377896547317505, -0.5747673511505127, 0.346213161945343, 80.26114654541016, -36.125179290771484, 17.89162254333496, 343.9850769042969, -396.7075500488281, 225.2671661376953, 
32, 577881457, 161.9016876220703, -63.63611602783203, 160.8120880126953, 0.564190685749054, 0.3762803077697754, 0.8141228556632996, 37.71580123901367, 23.524593353271484, 45.54735565185547, 295.1730651855469, -452.6863708496094, 215.70079040527344, 
33, 577898124, 163.44776916503906, -56.73274230957031, 157.29544067382812, 0.6565280556678772, 0.35563981533050537, 0.9524237513542175, 43.177978515625, 20.963069915771484, 54.550025939941406, -123.02531433105469, -502.65576171875, -106.95479583740234, 
34, 577914791, 158.9691619873047, -54.1264762878418, 160.3766632080078, 0.6175698041915894, -0.18072813749313354, 0.8810136914253235, 39.01103210449219, -10.704143524169922, 51.47983932495117, -141.02688598632812, -211.16867065429688, -221.3826904296875, 
35, 577931458, 156.8905792236328, -54.161685943603516, 165.80767822265625, 0.2458004355430603, -0.15271174907684326, 0.843286395072937, 15.08183765411377, -7.727723121643066, 50.744178771972656, 128.55990600585938, -6.664613246917725, -225.60743713378906, 
36, 577948125, 155.60841369628906, -55.36909484863281, 171.7854461669922, 0.041024982929229736, -0.007072925567626953, 0.7757842540740967, 1.7199134826660156, 1.095231533050537, 46.57872009277344, 215.84495544433594, 109.16908264160156, -179.07090759277344, 
37, 577964792, 153.22454833984375, -58.64636993408203, 178.8905487060547, -0.10286211967468262, -0.03531956672668457, 0.626892626285553, -7.556538105010986, -1.0591896772384644, 37.41798782348633, 216.96218872070312, 259.6227722167969, -129.83453369140625, 
38, 577981459, 147.43128967285156, -64.41557312011719, -170.12503051757812, -0.2508452534675598, -0.10691410303115845, 0.41800516843795776, -16.57093620300293, -5.802429676055908, 24.279739379882812, 234.4689483642578, 446.9674987792969, -103.54338836669922, 
39, 577998126, 131.21742248535156, -71.6152114868164, -149.1949920654297, -0.3336177468299866, -0.13462644815444946, 0.26679712533950806, -21.329519271850586, -7.869007110595703, 14.3790283203125, 196.38394165039062, 623.7191162109375, -78.49579620361328, 
40, 578014793, 90.81061553955078, -76.11321258544922, -106.41362762451172, -0.34679973125457764, -0.231916606426239, 0.24482154846191406, -22.279809951782227, -13.857244491577148, 12.500043869018555, 52.40436553955078, 739.9072875976562, -15.818489074707031, 
41, 578031460, 43.7695426940918, -71.3448486328125, -59.16181564331055, -0.2052188515663147, -0.39307600259780884, 0.2565826177597046, -14.257740020751953, -23.66343879699707, 13.562976837158203, -85.86892700195312, 813.6943969726562, 55.92385482788086, 
42, 578048127, 19.102373123168945, -59.54163360595703, -35.615169525146484, 0.017361342906951904, -0.35490620136260986, 0.08210170269012451, -0.003961920738220215, -21.435068130493164, 4.446231842041016, -183.36412048339844, 895.8662109375, 136.10862731933594, 
43, 578064794, 4.955945014953613, -46.51338195800781, -25.093196868896484, -0.027508556842803955, -0.0384175181388855, -0.17320120334625244, -0.43207085132598877, -1.751145362854004, -10.64870548248291, -337.9178161621094, 840.1433715820312, 208.68836975097656, 
44, 578081461, -6.192311763763428, -35.423912048339844, -20.049287796020508, 0.33317309617996216, 0.09515184164047241, -0.5247982144355774, 23.15999412536621, 7.074395179748535, -29.037677764892578, -467.113037109375, 662.0927124023438, 235.4405517578125, 
45, 578098128, -15.519813537597656, -26.452835083007812, -17.54242706298828, 0.6629940867424011, 0.3962847590446472, -0.7288103103637695, 43.68315124511719, 25.362194061279297, -39.0089225769043, -480.429931640625, 504.5292053222656, 227.97434997558594, 
46, 578114795, -24.817649841308594, -21.5022029876709, -15.147011756896973, 1.3864641189575195, 0.5175356864929199, -0.4859692454338074, 85.13591766357422, 30.28675079345703, -24.062650680541992, -498.6802062988281, 234.2976531982422, 226.00559997558594, 
47, 578131462, -29.7397403717041, -18.820344924926758, -15.412277221679688, 1.4867665767669678, 0.46433478593826294, -0.40988022089004517, 89.97137451171875, 28.090991973876953, -21.400634765625, -300.6361389160156, 151.34329223632812, 61.28575134277344, 
48, 578148129, -32.39518356323242, -20.688507080078125, -20.650325775146484, 1.4438183307647705, 0.6452621221542358, -0.258527934551239, 84.94096374511719, 43.16496658325195, -13.22369384765625, -265.5669860839844, 58.64168167114258, -309.8391418457031, 
49, 578164796, -32.054954528808594, -24.716737747192383, -27.00728416442871, 0.9783364534378052, 0.5667079091072083, -0.30671215057373047, 56.47903060913086, 37.92086410522461, -17.869766235351562, -127.53120422363281, -14.541179656982422, -424.5804748535156, 
